presion,alture,altitud_sobre_nivel_mar,hora,visible_image,thermal_image
0,0,0,2023-05-26 14:47:02.029539,images/b'flir_thermal_16gray_2023_05_26_14_47_14_015941'.jpg,images/b'flir_visible_image_2023_05_26_14_47_14_015941'.tiff
0,0,0,2023-05-26 14:47:02.029539,,
0,0,0,2023-05-26 14:47:02.029539,images/b'flir_thermal_16gray_2023_05_26_14_47_14_158673'.jpg,images/b'flir_visible_image_2023_05_26_14_47_14_158673'.tiff
0,0,0,2023-05-26 14:47:02.029539,,
0,0,0,2023-05-26 14:47:02.029539,images/b'flir_thermal_16gray_2023_05_26_14_47_14_327209'.jpg,images/b'flir_visible_image_2023_05_26_14_47_14_327209'.tiff
0,0,0,2023-05-26 14:47:02.029539,,
0,0,0,2023-05-26 14:47:02.029539,images/b'flir_thermal_16gray_2023_05_26_14_47_14_516501'.jpg,images/b'flir_visible_image_2023_05_26_14_47_14_516501'.tiff
0,0,0,2023-05-26 14:47:02.029539,,
0,0,0,2023-05-26 14:47:02.029539,images/b'flir_thermal_16gray_2023_05_26_14_47_14_722420'.jpg,images/b'flir_visible_image_2023_05_26_14_47_14_722420'.tiff
0,0,0,2023-05-26 14:47:02.029539,,
0,0,0,2023-05-26 14:47:02.029539,images/b'flir_thermal_16gray_2023_05_26_14_47_14_863923'.jpg,images/b'flir_visible_image_2023_05_26_14_47_14_863923'.tiff
0,0,0,2023-05-26 14:47:02.029539,,
0,0,0,2023-05-26 14:47:02.029539,images/b'flir_thermal_16gray_2023_05_26_14_47_15_014087'.jpg,images/b'flir_visible_image_2023_05_26_14_47_15_014087'.tiff
0,0,0,2023-05-26 14:47:02.029539,,
0,0,0,2023-05-26 14:47:02.029539,images/b'flir_thermal_16gray_2023_05_26_14_47_15_220138'.jpg,images/b'flir_visible_image_2023_05_26_14_47_15_220138'.tiff
0,0,0,2023-05-26 14:47:02.029539,,
0,0,0,2023-05-26 14:47:02.029539,images/b'flir_thermal_16gray_2023_05_26_14_47_15_366533'.jpg,images/b'flir_visible_image_2023_05_26_14_47_15_366533'.tiff
0,0,0,2023-05-26 14:47:02.029539,,
0,0,0,2023-05-26 14:47:02.029539,images/b'flir_thermal_16gray_2023_05_26_14_47_15_528030'.jpg,images/b'flir_visible_image_2023_05_26_14_47_15_528030'.tiff
0,0,0,2023-05-26 14:47:02.029539,,
0,0,0,2023-05-26 14:47:02.029539,images/b'flir_thermal_16gray_2023_05_26_14_47_15_667958'.jpg,images/b'flir_visible_image_2023_05_26_14_47_15_667958'.tiff
0,0,0,2023-05-26 14:47:02.029539,,
0,0,0,2023-05-26 14:47:02.029539,images/b'flir_thermal_16gray_2023_05_26_14_47_15_889676'.jpg,images/b'flir_visible_image_2023_05_26_14_47_15_889676'.tiff
0,0,0,2023-05-26 14:47:02.029539,,
0,0,0,2023-05-26 14:47:02.029539,images/b'flir_thermal_16gray_2023_05_26_14_47_16_094028'.jpg,images/b'flir_visible_image_2023_05_26_14_47_16_094028'.tiff
0,0,0,2023-05-26 14:47:02.029539,,
