presion,alture,alture_over_sea_level,time,visible_image,thermal_image
990.890983328994,-0.17820934238058897,-0.17820934238058897,2023-05-26 17:16:01.209095,,
990.890983328994,-0.17820934238058897,-0.17820934238058897,2023-05-26 17:16:01.209095,images/b'flir_thermal_16gray_2023_05_26_17_16_05_502337'.jpg,images/b'flir_visible_image_2023_05_26_17_16_05_502337'.tiff
990.890983328994,-0.17820934238058897,-0.17820934238058897,2023-05-26 17:16:01.209095,,
990.890983328994,-0.17820934238058897,-0.17820934238058897,2023-05-26 17:16:01.209095,images/b'flir_thermal_16gray_2023_05_26_17_16_05_767652'.jpg,images/b'flir_visible_image_2023_05_26_17_16_05_767652'.tiff
990.8913320353784,-0.18118428905153122,-0.18118428905153122,2023-05-26 17:16:01.209095,,
990.8913320353784,-0.18118428905153122,-0.18118428905153122,2023-05-26 17:16:01.209095,images/b'flir_thermal_16gray_2023_05_26_17_16_06_036997'.jpg,images/b'flir_visible_image_2023_05_26_17_16_06_036997'.tiff
990.8913320353784,-0.18118428905153122,-0.18118428905153122,2023-05-26 17:16:01.209095,,
990.8913320353784,-0.18118428905153122,-0.18118428905153122,2023-05-26 17:16:01.209095,images/b'flir_thermal_16gray_2023_05_26_17_16_06_312795'.jpg,images/b'flir_visible_image_2023_05_26_17_16_06_312795'.tiff
990.8900388868357,-0.17015194218610322,-0.17015194218610322,2023-05-26 17:16:01.209095,,
990.8900388868357,-0.17015194218610322,-0.17015194218610322,2023-05-26 17:16:01.209095,images/b'flir_thermal_16gray_2023_05_26_17_16_06_576178'.jpg,images/b'flir_visible_image_2023_05_26_17_16_06_576178'.tiff
990.8893923125645,-0.16463576335571858,-0.16463576335571858,2023-05-26 17:16:01.209095,,
990.8893923125645,-0.16463576335571858,-0.16463576335571858,2023-05-26 17:16:01.209095,images/b'flir_thermal_16gray_2023_05_26_17_16_06_851084'.jpg,images/b'flir_visible_image_2023_05_26_17_16_06_851084'.tiff
990.8893923125645,-0.16463576335571858,-0.16463576335571858,2023-05-26 17:16:01.209095,,
990.8893923125645,-0.16463576335571858,-0.16463576335571858,2023-05-26 17:16:01.209095,images/b'flir_thermal_16gray_2023_05_26_17_16_07_114505'.jpg,images/b'flir_visible_image_2023_05_26_17_16_07_114505'.tiff
990.889384209253,-0.1645666308023364,-0.1645666308023364,2023-05-26 17:16:01.209095,,
990.889384209253,-0.1645666308023364,-0.1645666308023364,2023-05-26 17:16:01.209095,images/b'flir_thermal_16gray_2023_05_26_17_16_07_388719'.jpg,images/b'flir_visible_image_2023_05_26_17_16_07_388719'.tiff
990.889384209253,-0.1645666308023364,-0.1645666308023364,2023-05-26 17:16:01.209095,,
990.889384209253,-0.1645666308023364,-0.1645666308023364,2023-05-26 17:16:01.209095,images/b'flir_thermal_16gray_2023_05_26_17_16_07_662931'.jpg,images/b'flir_visible_image_2023_05_26_17_16_07_662931'.tiff
990.8893991405209,-0.16469401535025463,-0.16469401535025463,2023-05-26 17:16:01.209095,,
990.8893991405209,-0.16469401535025463,-0.16469401535025463,2023-05-26 17:16:01.209095,images/b'flir_thermal_16gray_2023_05_26_17_16_07_938176'.jpg,images/b'flir_visible_image_2023_05_26_17_16_07_938176'.tiff
990.8893991405209,-0.16469401535025463,-0.16469401535025463,2023-05-26 17:16:01.209095,,
990.8893991405209,-0.16469401535025463,-0.16469401535025463,2023-05-26 17:16:01.209095,images/b'flir_thermal_16gray_2023_05_26_17_16_08_203924'.jpg,images/b'flir_visible_image_2023_05_26_17_16_08_203924'.tiff
990.8900579440045,-0.17031452631708746,-0.17031452631708746,2023-05-26 17:16:01.209095,,
990.8900579440045,-0.17031452631708746,-0.17031452631708746,2023-05-26 17:16:01.209095,images/b'flir_thermal_16gray_2023_05_26_17_16_08_482929'.jpg,images/b'flir_visible_image_2023_05_26_17_16_08_482929'.tiff
990.8900579440045,-0.17031452631708746,-0.17031452631708746,2023-05-26 17:16:01.209095,,
990.8900579440045,-0.17031452631708746,-0.17031452631708746,2023-05-26 17:16:01.209095,images/b'flir_thermal_16gray_2023_05_26_17_16_08_773200'.jpg,images/b'flir_visible_image_2023_05_26_17_16_08_773200'.tiff
990.8924852127499,-0.19102247595430122,-0.19102247595430122,2023-05-26 17:16:01.209095,,
990.8924852127499,-0.19102247595430122,-0.19102247595430122,2023-05-26 17:16:01.209095,images/b'flir_thermal_16gray_2023_05_26_17_16_09_100558'.jpg,images/b'flir_visible_image_2023_05_26_17_16_09_100558'.tiff
990.8924852127499,-0.19102247595430122,-0.19102247595430122,2023-05-26 17:16:01.209095,,
990.8924852127499,-0.19102247595430122,-0.19102247595430122,2023-05-26 17:16:01.209095,images/b'flir_thermal_16gray_2023_05_26_17_16_09_411128'.jpg,images/b'flir_visible_image_2023_05_26_17_16_09_411128'.tiff
990.8954317958181,-0.21616082474176218,-0.21616082474176218,2023-05-26 17:16:01.209095,,
990.8954317958181,-0.21616082474176218,-0.21616082474176218,2023-05-26 17:16:01.209095,images/b'flir_thermal_16gray_2023_05_26_17_16_09_721040'.jpg,images/b'flir_visible_image_2023_05_26_17_16_09_721040'.tiff
990.8983783714672,-0.24129903547981912,-0.24129903547981912,2023-05-26 17:16:01.209095,,
990.8983783714672,-0.24129903547981912,-0.24129903547981912,2023-05-26 17:16:01.209095,images/b'flir_thermal_16gray_2023_05_26_17_16_10_086601'.jpg,images/b'flir_visible_image_2023_05_26_17_16_10_086601'.tiff
990.8983783714672,-0.24129903547981912,-0.24129903547981912,2023-05-26 17:16:01.209095,,
990.8983783714672,-0.24129903547981912,-0.24129903547981912,2023-05-26 17:16:01.209095,images/b'flir_thermal_16gray_2023_05_26_17_16_10_366398'.jpg,images/b'flir_visible_image_2023_05_26_17_16_10_366398'.tiff
990.9015653022013,-0.2684877107435703,-0.2684877107435703,2023-05-26 17:16:01.209095,,
990.9015653022013,-0.2684877107435703,-0.2684877107435703,2023-05-26 17:16:01.209095,images/b'flir_thermal_16gray_2023_05_26_17_16_10_636782'.jpg,images/b'flir_visible_image_2023_05_26_17_16_10_636782'.tiff
990.9015653022013,-0.2684877107435703,-0.2684877107435703,2023-05-26 17:16:01.209095,,
990.9015653022013,-0.2684877107435703,-0.2684877107435703,2023-05-26 17:16:01.209095,images/b'flir_thermal_16gray_2023_05_26_17_16_10_902538'.jpg,images/b'flir_visible_image_2023_05_26_17_16_10_902538'.tiff
990.9037547700498,-0.2871666761181114,-0.2871666761181114,2023-05-26 17:16:01.209095,,
990.9037547700498,-0.2871666761181114,-0.2871666761181114,2023-05-26 17:16:01.209095,images/b'flir_thermal_16gray_2023_05_26_17_16_11_180410'.jpg,images/b'flir_visible_image_2023_05_26_17_16_11_180410'.tiff
990.9037547700498,-0.2871666761181114,-0.2871666761181114,2023-05-26 17:16:01.209095,,
990.9037547700498,-0.2871666761181114,-0.2871666761181114,2023-05-26 17:16:01.209095,images/b'flir_thermal_16gray_2023_05_26_17_16_11_443430'.jpg,images/b'flir_visible_image_2023_05_26_17_16_11_443430'.tiff
990.904901591588,-0.29695051640456627,-0.29695051640456627,2023-05-26 17:16:01.209095,,
990.904901591588,-0.29695051640456627,-0.29695051640456627,2023-05-26 17:16:01.209095,images/b'flir_thermal_16gray_2023_05_26_17_16_11_713104'.jpg,images/b'flir_visible_image_2023_05_26_17_16_11_713104'.tiff
990.904901591588,-0.29695051640456627,-0.29695051640456627,2023-05-26 17:16:01.209095,,
990.904901591588,-0.29695051640456627,-0.29695051640456627,2023-05-26 17:16:01.209095,images/b'flir_thermal_16gray_2023_05_26_17_16_11_970485'.jpg,images/b'flir_visible_image_2023_05_26_17_16_11_970485'.tiff
990.9055290988032,-0.30230394295900764,-0.30230394295900764,2023-05-26 17:16:01.209095,,
990.9055290988032,-0.30230394295900764,-0.30230394295900764,2023-05-26 17:16:01.209095,images/b'flir_thermal_16gray_2023_05_26_17_16_12_250081'.jpg,images/b'flir_visible_image_2023_05_26_17_16_12_250081'.tiff
990.9058902847282,-0.30538531208200004,-0.30538531208200004,2023-05-26 17:16:01.209095,,
990.9058902847282,-0.30538531208200004,-0.30538531208200004,2023-05-26 17:16:01.209095,images/b'flir_thermal_16gray_2023_05_26_17_16_12_517288'.jpg,images/b'flir_visible_image_2023_05_26_17_16_12_517288'.tiff
990.9058902847282,-0.30538531208200004,-0.30538531208200004,2023-05-26 17:16:01.209095,,
