presion,fire_prob,environment_temperature,altitud_over_sea_level,altitud_over_sea_level_lib_bmp280,altitude_over_sea_level_lib_adafruit,alture,alture_lib_adafruit,alture_lib_bm280,time,visible_image,thermal_image,max_temperature,area_fire,latitud,longitud,distance_xm132
990.9540871657836,0.2,27.106188873393716,184.7797118304345,190.12420718217726,184.7797118304345,2.52496806729863,2.52496806729863,5.801423172501018,2023-07-20 20:20:20.861340,images/flir_visible_image_2023_07_20_20_20_20_870575.jpg,images/flir_thermal_16gray_2023_07_20_20_20_20_870575.tiff,29.660734,0,,,
990.953583127006,0.2,27.10588516969083,184.7797118304345,190.12420718217726,184.7797118304345,2.529240823777627,2.529240823777627,5.805713369624328,2023-07-20 20:20:21.424233,images/flir_visible_image_2023_07_20_20_20_21_429197.jpg,images/flir_thermal_16gray_2023_07_20_20_20_21_429197.tiff,29.905758,0,,,
990.9513704474314,0.2,27.105581465989076,184.7797118304345,190.12420718217726,184.7797118304345,2.547997816106772,2.547997816106772,5.825218705589521,2023-07-20 20:20:21.991855,images/flir_visible_image_2023_07_20_20_20_21_996097.jpg,images/flir_thermal_16gray_2023_07_20_20_20_21_996097.tiff,29.94654,0,,,
990.9469450941323,0.2,27.104974058588983,184.7797118304345,190.12420718217726,184.7797118304345,2.5855118528997423,2.5855118528997423,5.86422936292314,2023-07-20 20:20:22.574698,images/flir_visible_image_2023_07_20_20_20_22_579591.jpg,images/flir_thermal_16gray_2023_07_20_20_20_22_579591.tiff,29.966927,0,,,
990.9452364552408,0.2,27.104974058588983,184.7797118304345,190.12420718217726,184.7797118304345,2.5999961434290526,2.5999961434290526,5.8794445724792865,2023-07-20 20:20:23.136497,images/flir_visible_image_2023_07_20_20_20_23_140353.jpg,images/flir_thermal_16gray_2023_07_20_20_20_23_140353.tiff,29.722042,0,,,
990.9493542974939,0.2,27.104366651193438,184.7797118304345,190.12420718217726,184.7797118304345,2.5650888466687434,2.5650888466687434,5.842379334227616,2023-07-20 20:20:23.699510,images/flir_visible_image_2023_07_20_20_20_23_703619.jpg,images/flir_thermal_16gray_2023_07_20_20_20_23_703619.tiff,29.844555,0,,,
990.9468341128351,0.2,27.102848132724468,184.7797118304345,190.12420718217726,184.7797118304345,2.5864526510436576,2.5864526510436576,5.863829952277854,2023-07-20 20:20:24.261994,images/flir_visible_image_2023_07_20_20_20_24_266002.jpg,images/flir_thermal_16gray_2023_07_20_20_20_24_266002.tiff,29.783316,0,,,
990.9468341128351,0.2,27.102848132724468,184.7797118304345,190.12420718217726,184.7797118304345,2.5864526510436576,2.5864526510436576,5.863829952277854,2023-07-20 20:20:24.820881,images/flir_visible_image_2023_07_20_20_20_24_824856.jpg,images/flir_thermal_16gray_2023_07_20_20_20_24_824856.tiff,29.94654,0,,,
990.9514559734332,0.2,27.102544429034083,184.7797118304345,190.12420718217726,184.7797118304345,2.5472728074013276,2.5472728074013276,5.822475121615781,2023-07-20 20:20:25.370199,images/flir_visible_image_2023_07_20_20_20_25_374210.jpg,images/flir_thermal_16gray_2023_07_20_20_20_25_374210.tiff,29.86496,0,,,
990.9494398180478,0.2,27.10132961428392,184.7797118304345,190.12420718217726,184.7797118304345,2.564363882951824,2.564363882951824,5.839635618436574,2023-07-20 20:20:25.919466,images/flir_visible_image_2023_07_20_20_20_25_923708.jpg,images/flir_thermal_16gray_2023_07_20_20_20_25_923708.tiff,29.762896,0,,,
