presion,alture,alture_over_sea_level,time,visible_image,thermal_image,max_temperature,area_fire,latitud,longitud
702.8374096900037,2903.479033834452,3092.2902487756032,2023-05-30 14:00:29.882080,images/b'flir_visible_image_2023_05_30_14_00_34_160777'.jpg,images/b'flir_thermal_16gray_2023_05_30_14_00_34_160777'.tiff,60.572163,0.012172090637764506,,
702.8374096900037,2903.479033834452,3092.2902487756032,2023-05-30 14:00:29.882080,images/b'flir_visible_image_2023_05_30_14_00_34_437658'.jpg,images/b'flir_thermal_16gray_2023_05_30_14_00_34_437658'.tiff,60.42942,0.01288472741321125,,
847.3166028362998,1323.0754745481697,1511.8866894893217,2023-05-30 14:00:29.882080,images/b'flir_visible_image_2023_05_30_14_00_34_711898'.jpg,images/b'flir_thermal_16gray_2023_05_30_14_00_34_711898'.tiff,60.42942,0.012541134682192284,,
847.3166028362998,1323.0754745481697,1511.8866894893217,2023-05-30 14:00:29.882080,images/b'flir_visible_image_2023_05_30_14_00_35_003574'.jpg,images/b'flir_thermal_16gray_2023_05_30_14_00_35_003574'.tiff,60.42942,0.012541134682192284,,
895.4772816406107,855.7360784821307,1044.5472934232832,2023-05-30 14:00:29.882080,images/b'flir_visible_image_2023_05_30_14_00_35_287538'.jpg,images/b'flir_thermal_16gray_2023_05_30_14_00_35_287538'.tiff,60.50874,0.013266497114343436,,
919.5587578152345,631.4002846956548,820.211499636808,2023-05-30 14:00:29.882080,images/b'flir_visible_image_2023_05_30_14_00_35_557180'.jpg,images/b'flir_thermal_16gray_2023_05_30_14_00_35_557180'.tiff,60.286533,0.012267533063047552,,
919.5587578152345,631.4002846956548,820.211499636808,2023-05-30 14:00:29.882080,images/b'flir_visible_image_2023_05_30_14_00_35_822337'.jpg,images/b'flir_thermal_16gray_2023_05_30_14_00_35_822337'.tiff,60.286533,0.012267533063047552,,
934.0072909172493,499.6050455278744,688.416260469026,2023-05-30 14:00:29.882080,images/b'flir_visible_image_2023_05_30_14_00_36_088789'.jpg,images/b'flir_thermal_16gray_2023_05_30_14_00_36_088789'.tiff,60.49288,0.012687479734292956,,
934.0072909172493,499.6050455278744,688.416260469026,2023-05-30 14:00:29.882080,images/b'flir_visible_image_2023_05_30_14_00_36_361317'.jpg,images/b'flir_thermal_16gray_2023_05_30_14_00_36_361317'.tiff,60.79391,0.01271929387605397,,
991.8004601991909,-7.933744867732985,180.87747007341827,2023-05-30 14:00:29.882080,images/b'flir_visible_image_2023_05_30_14_00_36_646257'.jpg,images/b'flir_thermal_16gray_2023_05_30_14_00_36_646257'.tiff,60.397682,3.0934915456461707,,
991.8004601991909,-7.933744867732985,180.87747007341827,2023-05-30 14:00:29.882080,images/b'flir_visible_image_2023_05_30_14_00_36_913797'.jpg,images/b'flir_thermal_16gray_2023_05_30_14_00_36_913797'.tiff,60.41355,3.0101867500099195,,
991.8015361911523,-7.942916142924443,180.86829879822892,2023-05-30 14:00:29.882080,images/b'flir_visible_image_2023_05_30_14_00_37_198624'.jpg,images/b'flir_thermal_16gray_2023_05_30_14_00_37_198624'.tiff,60.41355,3.017150222690408,,
991.8015361911523,-7.942916142924443,180.86829879822892,2023-05-30 14:00:29.882080,images/b'flir_visible_image_2023_05_30_14_00_37_507084'.jpg,images/b'flir_thermal_16gray_2023_05_30_14_00_37_507084'.tiff,60.365932,3.152030807419516,,
991.8010846323432,-7.9390672584078,180.8721476827438,2023-05-30 14:00:29.882080,images/b'flir_visible_image_2023_05_30_14_00_37_796005'.jpg,images/b'flir_thermal_16gray_2023_05_30_14_00_37_796005'.tiff,60.41355,3.051122706679294,,
991.8010846323432,-7.9390672584078,180.8721476827438,2023-05-30 14:00:29.882080,images/b'flir_visible_image_2023_05_30_14_00_38_070012'.jpg,images/b'flir_thermal_16gray_2023_05_30_14_00_38_070012'.tiff,60.588013,3.2372059001465905,,
991.8000267911626,-7.930050688348841,180.881164252802,2023-05-30 14:00:29.882080,images/b'flir_visible_image_2023_05_30_14_00_38_365990'.jpg,images/b'flir_thermal_16gray_2023_05_30_14_00_38_365990'.tiff,60.397682,3.0153867627023447,,
991.7995870529603,-7.9263025516962,180.88491238945593,2023-05-30 14:00:29.882080,images/b'flir_visible_image_2023_05_30_14_00_38_710049'.jpg,images/b'flir_thermal_16gray_2023_05_30_14_00_38_710049'.tiff,60.50874,3.142056895147261,,
991.7995870529603,-7.9263025516962,180.88491238945593,2023-05-30 14:00:29.882080,images/b'flir_visible_image_2023_05_30_14_00_38_981466'.jpg,images/b'flir_thermal_16gray_2023_05_30_14_00_38_981466'.tiff,60.50874,3.142056895147261,,
991.7987431234778,-7.919109260196236,180.89210568095623,2023-05-30 14:00:29.882080,images/b'flir_visible_image_2023_05_30_14_00_39_255937'.jpg,images/b'flir_thermal_16gray_2023_05_30_14_00_39_255937'.tiff,60.50874,3.136356513354294,,
991.7987431234778,-7.919109260196236,180.89210568095623,2023-05-30 14:00:29.882080,images/b'flir_visible_image_2023_05_30_14_00_39_546941'.jpg,images/b'flir_thermal_16gray_2023_05_30_14_00_39_546941'.tiff,60.41355,3.1411448439090335,,
991.7987431234778,-7.919109260196236,180.89210568095623,2023-05-30 14:00:29.882080,images/b'flir_visible_image_2023_05_30_14_00_39_693806'.jpg,images/b'flir_thermal_16gray_2023_05_30_14_00_39_693806'.tiff,60.111687,3.0054754781914177,,
991.7983152254568,-7.915462039385431,180.8957529017677,2023-05-30 14:00:29.882080,images/b'flir_visible_image_2023_05_30_14_00_39_963882'.jpg,images/b'flir_thermal_16gray_2023_05_30_14_00_39_963882'.tiff,60.111687,3.0027077152755552,,
991.7994901330345,-7.925476448295194,180.8857384928574,2023-05-30 14:00:29.882080,images/b'flir_visible_image_2023_05_30_14_00_40_241692'.jpg,images/b'flir_thermal_16gray_2023_05_30_14_00_40_241692'.tiff,60.23887,3.011909073755387,,
991.7994901330345,-7.925476448295194,180.8857384928574,2023-05-30 14:00:29.882080,images/b'flir_visible_image_2023_05_30_14_00_40_505610'.jpg,images/b'flir_thermal_16gray_2023_05_30_14_00_40_505610'.tiff,60.207085,3.2069477717374237,,
991.8002232227682,-7.931724985148044,180.87948995600377,2023-05-30 14:00:29.882080,images/b'flir_visible_image_2023_05_30_14_00_40_780745'.jpg,images/b'flir_thermal_16gray_2023_05_30_14_00_40_780745'.tiff,60.286533,3.1143333738595134,,
991.8002232227682,-7.931724985148044,180.87948995600377,2023-05-30 14:00:29.882080,images/b'flir_visible_image_2023_05_30_14_00_41_051901'.jpg,images/b'flir_thermal_16gray_2023_05_30_14_00_41_051901'.tiff,59.98439,3.095118977722591,,
991.8015368127157,-7.94292144084961,180.8682935003027,2023-05-30 14:00:29.882080,images/b'flir_visible_image_2023_05_30_14_00_41_416666'.jpg,images/b'flir_thermal_16gray_2023_05_30_14_00_41_416666'.tiff,60.25476,3.1424006718972466,,
991.8015368127157,-7.94292144084961,180.8682935003027,2023-05-30 14:00:29.882080,images/b'flir_visible_image_2023_05_30_14_00_41_693755'.jpg,images/b'flir_thermal_16gray_2023_05_30_14_00_41_693755'.tiff,60.079876,3.009125630626183,,
991.8023075365154,-7.949490740371653,180.86172420078051,2023-05-30 14:00:29.882080,images/b'flir_visible_image_2023_05_30_14_00_41_970832'.jpg,images/b'flir_thermal_16gray_2023_05_30_14_00_41_970832'.tiff,59.968468,3.001238119793537,,
991.8023075365154,-7.949490740371653,180.86172420078051,2023-05-30 14:00:29.882080,images/b'flir_visible_image_2023_05_30_14_00_42_236348'.jpg,images/b'flir_thermal_16gray_2023_05_30_14_00_42_236348'.tiff,60.3183,3.049489536510475,,
991.802838531357,-7.954016696195686,180.85719824495555,2023-05-30 14:00:29.882080,images/b'flir_visible_image_2023_05_30_14_00_42_501732'.jpg,images/b'flir_thermal_16gray_2023_05_30_14_00_42_501732'.tiff,60.143494,2.9853339869186772,,
991.8024482488418,-7.950690107763872,180.86052483338912,2023-05-30 14:00:29.882080,images/b'flir_visible_image_2023_05_30_14_00_42_783158'.jpg,images/b'flir_thermal_16gray_2023_05_30_14_00_42_783158'.tiff,59.952545,2.984446277538416,,
991.8024482488418,-7.950690107763872,180.86052483338912,2023-05-30 14:00:29.882080,images/b'flir_visible_image_2023_05_30_14_00_43_061371'.jpg,images/b'flir_thermal_16gray_2023_05_30_14_00_43_061371'.tiff,60.286533,3.1340708078947896,,
991.8020579631122,-7.947363490625418,180.86385145052694,2023-05-30 14:00:29.882080,images/b'flir_visible_image_2023_05_30_14_00_43_359729'.jpg,images/b'flir_thermal_16gray_2023_05_30_14_00_43_359729'.tiff,60.365932,3.1137660092596047,,
991.8020579631122,-7.947363490625418,180.86385145052694,2023-05-30 14:00:29.882080,images/b'flir_visible_image_2023_05_30_14_00_43_629588'.jpg,images/b'flir_thermal_16gray_2023_05_30_14_00_43_629588'.tiff,60.286533,3.0382125748583646,,
991.8009861248016,-7.938227624125978,180.87298731702677,2023-05-30 14:00:29.882080,images/b'flir_visible_image_2023_05_30_14_00_43_911185'.jpg,images/b'flir_thermal_16gray_2023_05_30_14_00_43_911185'.tiff,60.143494,2.9157559704863316,,
991.8009861248016,-7.938227624125978,180.87298731702677,2023-05-30 14:00:29.882080,images/b'flir_visible_image_2023_05_30_14_00_44_183619'.jpg,images/b'flir_thermal_16gray_2023_05_30_14_00_44_183619'.tiff,59.968468,2.886887099491417,,
