presion,alture,alture_over_sea_level,time,visible_image,thermal_image,max_temperature,area_fire,latitud,longitud
991.794638068352,-0.04915224243913923,180.92709549044977,2023-05-30 14:02:28.777754,images/b'flir_visible_image_2023_05_30_14_02_32_944850'.jpg,images/b'flir_thermal_16gray_2023_05_30_14_02_32_944850'.tiff,59.841038,0.00011043410186851027,,
991.794638068352,-0.04915224243913923,180.92709549044977,2023-05-30 14:02:28.777754,images/b'flir_visible_image_2023_05_30_14_02_33_252826'.jpg,images/b'flir_thermal_16gray_2023_05_30_14_02_33_252826'.tiff,60.03214,0.00011344705899075805,,
991.7939445948942,-0.04324134425842529,180.9330063886314,2023-05-30 14:02:28.777754,images/b'flir_visible_image_2023_05_30_14_02_33_615634'.jpg,images/b'flir_thermal_16gray_2023_05_30_14_02_33_615634'.tiff,59.80916,8.527987936537688e-05,,
991.7942186526502,-0.045577306529622455,180.93067042635903,2023-05-30 14:02:28.777754,images/b'flir_visible_image_2023_05_30_14_02_33_925932'.jpg,images/b'flir_thermal_16gray_2023_05_30_14_02_33_925932'.tiff,59.80916,9.474264752733687e-05,,
991.7942186526502,-0.045577306529622455,180.93067042635903,2023-05-30 14:02:28.777754,images/b'flir_visible_image_2023_05_30_14_02_34_196853'.jpg,images/b'flir_thermal_16gray_2023_05_30_14_02_34_196853'.tiff,60.03214,9.807344372946982e-05,,
991.7943556815283,-0.046745287424393614,180.9295024454649,2023-05-30 14:02:28.777754,images/b'flir_visible_image_2023_05_30_14_02_34_462916'.jpg,images/b'flir_thermal_16gray_2023_05_30_14_02_34_462916'.tiff,60.03214,0.00010316438222080683,,
991.7943556815283,-0.046745287424393614,180.9295024454649,2023-05-30 14:02:28.777754,images/b'flir_visible_image_2023_05_30_14_02_34_729558'.jpg,images/b'flir_thermal_16gray_2023_05_30_14_02_34_729558'.tiff,59.872906,0.00010194086933193473,,
991.7951194627618,-0.053255458826379214,180.9229922740639,2023-05-30 14:02:28.777754,images/b'flir_visible_image_2023_05_30_14_02_34_996270'.jpg,images/b'flir_thermal_16gray_2023_05_30_14_02_34_996270'.tiff,60.00031,0.00012848678510786945,,
991.7951194627618,-0.053255458826379214,180.9229922740639,2023-05-30 14:02:28.777754,images/b'flir_visible_image_2023_05_30_14_02_35_259312'.jpg,images/b'flir_thermal_16gray_2023_05_30_14_02_35_259312'.tiff,59.793217,0.00012740403130078067,,
991.7971898946838,-0.07090298253677883,180.90534475035275,2023-05-30 14:02:28.777754,images/b'flir_visible_image_2023_05_30_14_02_35_530351'.jpg,images/b'flir_thermal_16gray_2023_05_30_14_02_35_530351'.tiff,59.745384,0.00022711068368088834,,
991.7971898946838,-0.07090298253677883,180.90534475035275,2023-05-30 14:02:28.777754,images/b'flir_visible_image_2023_05_30_14_02_35_797568'.jpg,images/b'flir_thermal_16gray_2023_05_30_14_02_35_797568'.tiff,60.00031,0.00023389201677107826,,
991.7986164136018,-0.08306203098478004,180.8931857019051,2023-05-30 14:02:28.777754,images/b'flir_visible_image_2023_05_30_14_02_36_067599'.jpg,images/b'flir_thermal_16gray_2023_05_30_14_02_36_067599'.tiff,59.872906,0.00030887384215200865,,
991.7986164136018,-0.08306203098478004,180.8931857019051,2023-05-30 14:02:28.777754,images/b'flir_visible_image_2023_05_30_14_02_36_340187'.jpg,images/b'flir_thermal_16gray_2023_05_30_14_02_36_340187'.tiff,59.80916,0.0003132637489478019,,
991.8001816292314,-0.09640325185880087,180.87984448103052,2023-05-30 14:02:28.777754,images/b'flir_visible_image_2023_05_30_14_02_36_612491'.jpg,images/b'flir_thermal_16gray_2023_05_30_14_02_36_612491'.tiff,59.697533,0.0004285995982855715,,
991.8001816292314,-0.09640325185880087,180.87984448103052,2023-05-30 14:02:28.777754,images/b'flir_visible_image_2023_05_30_14_02_36_897983'.jpg,images/b'flir_thermal_16gray_2023_05_30_14_02_36_897983'.tiff,59.633705,0.0004158267625750743,,
991.8016081500039,-0.10856227943665782,180.8676854534532,2023-05-30 14:02:28.777754,images/b'flir_visible_image_2023_05_30_14_02_37_173123'.jpg,images/b'flir_thermal_16gray_2023_05_30_14_02_37_173123'.tiff,59.76133,0.0005240358646194328,,
991.8016081500039,-0.10856227943665782,180.8676854534532,2023-05-30 14:02:28.777754,images/b'flir_visible_image_2023_05_30_14_02_37_430665'.jpg,images/b'flir_thermal_16gray_2023_05_30_14_02_37_430665'.tiff,59.841038,0.0005390340290332688,,
991.801772584981,-0.10996384880490928,180.86628388408423,2023-05-30 14:02:28.777754,images/b'flir_visible_image_2023_05_30_14_02_37_691904'.jpg,images/b'flir_thermal_16gray_2023_05_30_14_02_37_691904'.tiff,60.063965,0.0005665834068249634,,
991.801772584981,-0.10996384880490928,180.86628388408423,2023-05-30 14:02:28.777754,images/b'flir_visible_image_2023_05_30_14_02_37_961721'.jpg,images/b'flir_thermal_16gray_2023_05_30_14_02_37_961721'.tiff,60.048054,0.0005527342741214744,,
991.8007759788568,-0.10146922542062801,180.87477850746845,2023-05-30 14:02:28.777754,images/b'flir_visible_image_2023_05_30_14_02_38_226844'.jpg,images/b'flir_thermal_16gray_2023_05_30_14_02_38_226844'.tiff,59.904766,0.00046172649193620415,,
991.8007759788568,-0.10146922542062801,180.87477850746845,2023-05-30 14:02:28.777754,images/b'flir_visible_image_2023_05_30_14_02_38_502306'.jpg,images/b'flir_thermal_16gray_2023_05_30_14_02_38_502306'.tiff,59.952545,0.00046329877283950567,,
