presion,alture,alture_over_sea_level,time,visible_image,thermal_image,max_temperature,area_fire,latitud,longitud
0,0,0,2023-05-30 12:11:45.928646,images/b'flir_visible_image_2023_05_30_12_11_46_140391'.jpg,images/b'flir_thermal_16gray_2023_05_30_12_11_46_140391'.tiff,50.997818,0.013056523778720734,,
0,0,0,2023-05-30 12:11:45.928646,images/b'flir_visible_image_2023_05_30_12_11_46_326689'.jpg,images/b'flir_thermal_16gray_2023_05_30_12_11_46_326689'.tiff,51.11702,0.013145603375651578,,
0,0,0,2023-05-30 12:11:45.928646,images/b'flir_visible_image_2023_05_30_12_11_46_545000'.jpg,images/b'flir_thermal_16gray_2023_05_30_12_11_46_545000'.tiff,46.04655,0.008303490999625029,,
0,0,0,2023-05-30 12:11:45.928646,images/b'flir_visible_image_2023_05_30_12_11_46_684707'.jpg,images/b'flir_thermal_16gray_2023_05_30_12_11_46_684707'.tiff,51.065945,0.00799807523871928,,
0,0,0,2023-05-30 12:11:45.928646,images/b'flir_visible_image_2023_05_30_12_11_46_845808'.jpg,images/b'flir_thermal_16gray_2023_05_30_12_11_46_845808'.tiff,51.134037,0.006852766135322725,,
0,0,0,2023-05-30 12:11:45.928646,images/b'flir_visible_image_2023_05_30_12_11_46_999206'.jpg,images/b'flir_thermal_16gray_2023_05_30_12_11_46_999206'.tiff,50.912605,0.005109351166819079,,
0,0,0,2023-05-30 12:11:45.928646,images/b'flir_visible_image_2023_05_30_12_11_47_142922'.jpg,images/b'flir_thermal_16gray_2023_05_30_12_11_47_142922'.tiff,51.202095,0.005217519248806531,,
0,0,0,2023-05-30 12:11:45.928646,images/b'flir_visible_image_2023_05_30_12_11_47_286408'.jpg,images/b'flir_thermal_16gray_2023_05_30_12_11_47_286408'.tiff,51.151054,0.005955607337662089,,
0,0,0,2023-05-30 12:11:45.928646,images/b'flir_visible_image_2023_05_30_12_11_47_474944'.jpg,images/b'flir_thermal_16gray_2023_05_30_12_11_47_474944'.tiff,51.014854,0.007648119679348111,,
0,0,0,2023-05-30 12:11:45.928646,images/b'flir_visible_image_2023_05_30_12_11_47_698145'.jpg,images/b'flir_thermal_16gray_2023_05_30_12_11_47_698145'.tiff,51.014854,0.010155074050116127,,
0,0,0,2023-05-30 12:11:45.928646,images/b'flir_visible_image_2023_05_30_12_11_47_839148'.jpg,images/b'flir_thermal_16gray_2023_05_30_12_11_47_839148'.tiff,51.2191,0.02343429682116397,,
0,0,0,2023-05-30 12:11:45.928646,images/b'flir_visible_image_2023_05_30_12_11_47_966228'.jpg,images/b'flir_thermal_16gray_2023_05_30_12_11_47_966228'.tiff,46.55944,0.026882949788058042,,
0,0,0,2023-05-30 12:11:45.928646,images/b'flir_visible_image_2023_05_30_12_11_48_099023'.jpg,images/b'flir_thermal_16gray_2023_05_30_12_11_48_099023'.tiff,45.63825,0.029797125173367058,,
