presion,presion_over_floor,temperature,altitude_over_sea_level_lib_bmp280,altitud_over_sea_level_lib_adafruit,altitud_over_sea_level_calculada,calculate_abs_alture,calculate_abs_alture_diff_lib_bmp280,calculate_abs_alture_diff_lib_adafruit,time
993.01163,991.25418,24.81235,176.26919,169.87746,170.5603,-14.97475,-20.24814,-14.88367,"07/25/2023, 13:59:32"
993.01434,991.25418,24.81295,176.24562,169.85449,170.53719,-14.99786,-20.27171,-14.90665,"07/25/2023, 13:59:32"
993.01384,991.25418,24.81265,176.2499,169.85877,170.5415,-14.99355,-20.26743,-14.90236,"07/25/2023, 13:59:33"
993.01384,991.25418,24.81265,176.2499,169.85877,170.5415,-14.99355,-20.26743,-14.90236,"07/25/2023, 13:59:33"
993.01384,991.25418,24.81265,176.2499,169.85877,170.5415,-14.99355,-20.26743,-14.90236,"07/25/2023, 13:59:34"
993.01945,991.25418,24.81295,176.2006,169.81126,170.49371,-15.04134,-20.31673,-14.94987,"07/25/2023, 13:59:34"
993.01793,991.25418,24.81204,176.21345,169.82411,170.50663,-15.02841,-20.30388,-14.93702,"07/25/2023, 13:59:35"
993.01471,991.25418,24.81113,176.2413,169.85137,170.53405,-15.00099,-20.27603,-14.90976,"07/25/2023, 13:59:35"
993.02203,991.25418,24.81144,176.17699,169.78946,170.47177,-15.06327,-20.34034,-14.97168,"07/25/2023, 13:59:36"
993.02543,991.25418,24.81144,176.14697,169.76064,170.44278,-15.09226,-20.37036,-15.00049,"07/25/2023, 13:59:36"
993.02663,991.25418,24.81113,176.13625,169.75052,170.4326,-15.10245,-20.38108,-15.01062,"07/25/2023, 13:59:37"
993.02272,991.25418,24.81083,176.17054,169.78361,170.46589,-15.06915,-20.34679,-14.97752,"07/25/2023, 13:59:37"
993.02272,991.25418,24.81083,176.17054,169.78361,170.46589,-15.06915,-20.34679,-14.97752,"07/25/2023, 13:59:38"
993.0183,991.25418,24.81022,176.20912,169.82099,170.50349,-15.03155,-20.30821,-14.94014,"07/25/2023, 13:59:38"
993.01729,991.25418,24.80961,176.21768,169.82956,170.51211,-15.02293,-20.29965,-14.93157,"07/25/2023, 13:59:39"
993.01747,991.25418,24.8087,176.21552,169.828,170.51054,-15.0245,-20.30181,-14.93313,"07/25/2023, 13:59:39"
993.01527,991.25418,24.8084,176.23481,169.84669,170.52934,-15.0057,-20.28252,-14.91444,"07/25/2023, 13:59:40"
993.01476,991.25418,24.8081,176.23909,169.85097,170.53365,-15.00139,-20.27824,-14.91016,"07/25/2023, 13:59:40"
993.01324,991.25418,24.80718,176.25193,169.86382,170.54658,-14.98847,-20.2654,-14.89731,"07/25/2023, 13:59:41"
993.01103,991.25418,24.80688,176.27122,169.88251,170.56538,-14.96966,-20.24611,-14.87862,"07/25/2023, 13:59:41"
993.00731,991.25418,24.80567,176.30335,169.91405,170.59711,-14.93794,-20.21398,-14.84708,"07/25/2023, 13:59:42"
993.00731,991.25418,24.80567,176.30335,169.91405,170.59711,-14.93794,-20.21398,-14.84708,"07/25/2023, 13:59:42"
993.00579,991.25418,24.80475,176.3162,169.9269,170.61003,-14.92501,-20.20113,-14.83423,"07/25/2023, 13:59:43"
993.00579,991.25418,24.80475,176.3162,169.9269,170.61003,-14.92501,-20.20113,-14.83423,"07/25/2023, 13:59:43"
993.00749,991.25418,24.80475,176.30119,169.91249,170.59554,-14.93951,-20.21614,-14.84864,"07/25/2023, 13:59:44"
993.01228,991.25418,24.80354,176.25829,169.87199,170.5548,-14.98025,-20.25904,-14.88914,"07/25/2023, 13:59:44"
993.00873,991.25418,24.80141,176.28826,169.90197,170.58495,-14.95009,-20.22907,-14.85916,"07/25/2023, 13:59:45"
993.00942,991.25418,24.80081,176.28181,169.89613,170.57908,-14.95597,-20.23552,-14.865,"07/25/2023, 13:59:45"
993.00128,991.25418,24.79898,176.35252,169.96505,170.64841,-14.88664,-20.16481,-14.79608,"07/25/2023, 13:59:46"
992.99857,991.25418,24.79838,176.37609,169.98802,170.67152,-14.86353,-20.14124,-14.77311,"07/25/2023, 13:59:46"
993.00758,991.25418,24.79868,176.29677,169.9117,170.59474,-14.9403,-20.22056,-14.84943,"07/25/2023, 13:59:47"
993.00758,991.25418,24.79868,176.29677,169.9117,170.59474,-14.9403,-20.22056,-14.84943,"07/25/2023, 13:59:47"
993.00694,991.25418,24.79625,176.30101,169.91715,170.60022,-14.93482,-20.21632,-14.84398,"07/25/2023, 13:59:48"
993.01545,991.25418,24.79625,176.22598,169.84511,170.52776,-15.00729,-20.29135,-14.91602,"07/25/2023, 13:59:48"
993.00814,991.25418,24.79595,176.29029,169.90703,170.59004,-14.94501,-20.22704,-14.85411,"07/25/2023, 13:59:49"
993.00952,991.25418,24.79473,176.2774,169.89534,170.57829,-14.95676,-20.23993,-14.86579,"07/25/2023, 13:59:49"
993.00869,991.25418,24.79321,176.2838,169.90235,170.58533,-14.94971,-20.23353,-14.85878,"07/25/2023, 13:59:50"
993.01108,991.25418,24.79261,176.26235,169.8821,170.56496,-14.97008,-20.25498,-14.87903,"07/25/2023, 13:59:50"
993.01127,991.25418,24.7917,176.26018,169.88054,170.5634,-14.97165,-20.25715,-14.88059,"07/25/2023, 13:59:51"
993.01656,991.25418,24.79078,176.21301,169.83576,170.51835,-15.01669,-20.30432,-14.92537,"07/25/2023, 13:59:51"
993.01656,991.25418,24.79078,176.21301,169.83576,170.51835,-15.01669,-20.30432,-14.92537,"07/25/2023, 13:59:52"
993.02065,991.25418,24.79018,176.17655,169.80111,170.48349,-15.05156,-20.34078,-14.96003,"07/25/2023, 13:59:52"
993.01743,991.25418,24.78927,176.2044,169.82836,170.51091,-15.02414,-20.31293,-14.93277,"07/25/2023, 13:59:53"
993.01384,991.25418,24.79018,176.23657,169.85873,170.54146,-14.99358,-20.28076,-14.9024,"07/25/2023, 13:59:53"
993.01315,991.25418,24.79078,176.24302,169.86458,170.54734,-14.98771,-20.27431,-14.89656,"07/25/2023, 13:59:54"
993.02047,991.25418,24.79109,176.17871,169.80266,170.48506,-15.04999,-20.33862,-14.95847,"07/25/2023, 13:59:54"
993.02028,991.25418,24.792,176.18088,169.80422,170.48662,-15.04842,-20.33645,-14.95691,"07/25/2023, 13:59:55"
993.01978,991.25418,24.7917,176.18516,169.80851,170.49093,-15.04411,-20.33217,-14.95263,"07/25/2023, 13:59:55"
993.01587,991.25418,24.79139,176.21945,169.8416,170.52423,-15.01082,-20.29788,-14.91953,"07/25/2023, 13:59:56"
993.01587,991.25418,24.79139,176.21945,169.8416,170.52423,-15.01082,-20.29788,-14.91953,"07/25/2023, 13:59:56"
993.01757,991.25418,24.79139,176.20444,169.8272,170.50973,-15.02531,-20.31289,-14.93394,"07/25/2023, 13:59:57"
993.01587,991.25418,24.79139,176.21945,169.8416,170.52423,-15.01082,-20.29788,-14.91953,"07/25/2023, 13:59:57"
993.01826,991.25418,24.79078,176.198,169.82135,170.50386,-15.03119,-20.31933,-14.93978,"07/25/2023, 13:59:58"
993.01605,991.25418,24.79048,176.21729,169.84004,170.52266,-15.01239,-20.30004,-14.92109,"07/25/2023, 13:59:58"
993.01656,991.25418,24.79078,176.21301,169.83576,170.51835,-15.01669,-20.30432,-14.92537,"07/25/2023, 13:59:59"
993.01656,991.25418,24.79078,176.21301,169.83576,170.51835,-15.01669,-20.30432,-14.92537,"07/25/2023, 13:59:59"
993.01656,991.25418,24.79078,176.21301,169.83576,170.51835,-15.01669,-20.30432,-14.92537,"07/25/2023, 14:00:00"
993.01775,991.25418,24.79048,176.20228,169.82564,170.50817,-15.02688,-20.31505,-14.9355,"07/25/2023, 14:00:00"
993.01775,991.25418,24.79048,176.20228,169.82564,170.50817,-15.02688,-20.31505,-14.9355,"07/25/2023, 14:00:01"
993.01315,991.25418,24.79078,176.24302,169.86458,170.54734,-14.98771,-20.27431,-14.89656,"07/25/2023, 14:00:01"
993.00754,991.25418,24.79048,176.29231,169.91208,170.59512,-14.93992,-20.22502,-14.84905,"07/25/2023, 14:00:02"
993.00312,991.25418,24.78987,176.33089,169.94946,170.63273,-14.90232,-20.18644,-14.81167,"07/25/2023, 14:00:02"
993.00482,991.25418,24.78987,176.31588,169.93505,170.61823,-14.91681,-20.20145,-14.82608,"07/25/2023, 14:00:03"
993.00312,991.25418,24.78987,176.33089,169.94946,170.63273,-14.90232,-20.18644,-14.81167,"07/25/2023, 14:00:03"
993.0028,991.25418,24.78866,176.33301,169.95218,170.63547,-14.89958,-20.18432,-14.80895,"07/25/2023, 14:00:04"
993.00298,991.25418,24.78775,176.33084,169.95063,170.6339,-14.90115,-20.18649,-14.81051,"07/25/2023, 14:00:04"
993.00045,991.25418,24.78623,176.35225,169.97204,170.65544,-14.8796,-20.16508,-14.78909,"07/25/2023, 14:00:05"
993.00045,991.25418,24.78623,176.35225,169.97204,170.65544,-14.8796,-20.16508,-14.78909,"07/25/2023, 14:00:05"
992.99944,991.25418,24.78562,176.36081,169.98061,170.66406,-14.87099,-20.15652,-14.78053,"07/25/2023, 14:00:06"
992.99894,991.25418,24.78532,176.36509,169.98489,170.66836,-14.86668,-20.15224,-14.77624,"07/25/2023, 14:00:06"
992.99654,991.25418,24.78593,176.38654,170.00514,170.68873,-14.84631,-20.13079,-14.756,"07/25/2023, 14:00:07"
992.99452,991.25418,24.78471,176.40366,170.02227,170.70597,-14.82908,-20.11367,-14.73886,"07/25/2023, 14:00:07"
993.00285,991.25418,24.78562,176.3308,169.95179,170.63507,-14.89997,-20.18653,-14.80934,"07/25/2023, 14:00:08"
992.99944,991.25418,24.78562,176.36081,169.98061,170.66406,-14.87099,-20.15652,-14.78053,"07/25/2023, 14:00:09"
992.99774,991.25418,24.78562,176.37582,169.99501,170.67855,-14.85649,-20.14151,-14.76612,"07/25/2023, 14:00:09"
993.00114,991.25418,24.78562,176.34581,169.9662,170.64956,-14.88548,-20.17152,-14.79493,"07/25/2023, 14:00:10"
993.00114,991.25418,24.78562,176.34581,169.9662,170.64956,-14.88548,-20.17152,-14.79493,"07/25/2023, 14:00:10"
993.00524,991.25418,24.78501,176.30935,169.93154,170.6147,-14.92034,-20.20798,-14.82959,"07/25/2023, 14:00:11"
993.00814,991.25418,24.78471,176.28362,169.90701,170.59002,-14.94502,-20.23371,-14.85412,"07/25/2023, 14:00:11"
993.01136,991.25418,24.78562,176.25577,169.87976,170.56261,-14.97244,-20.26156,-14.88138,"07/25/2023, 14:00:12"
993.01407,991.25418,24.78623,176.23221,169.85678,170.5395,-14.99555,-20.28512,-14.90435,"07/25/2023, 14:00:12"
993.01306,991.25418,24.78562,176.24077,169.86535,170.54811,-14.98693,-20.27656,-14.89578,"07/25/2023, 14:00:13"
993.01136,991.25418,24.78562,176.25577,169.87976,170.56261,-14.97244,-20.26156,-14.88138,"07/25/2023, 14:00:13"
993.00998,991.25418,24.78684,176.26866,169.89144,170.57436,-14.96069,-20.24867,-14.86969,"07/25/2023, 14:00:14"
993.00386,991.25418,24.78623,176.32224,169.94323,170.62645,-14.90859,-20.19509,-14.81791,"07/25/2023, 14:00:14"
993.00386,991.25418,24.78623,176.32224,169.94323,170.62645,-14.90859,-20.19509,-14.81791,"07/25/2023, 14:00:15"
993.00096,991.25418,24.78653,176.34797,169.96776,170.65113,-14.88391,-20.16936,-14.79338,"07/25/2023, 14:00:15"
992.99875,991.25418,24.78623,176.36725,169.98645,170.66993,-14.86511,-20.15008,-14.77469,"07/25/2023, 14:00:16"
992.99705,991.25418,24.78623,176.38226,170.00085,170.68443,-14.85062,-20.13507,-14.76028,"07/25/2023, 14:00:16"
992.99806,991.25418,24.78684,176.3737,169.99229,170.67581,-14.85923,-20.14363,-14.76884,"07/25/2023, 14:00:17"
992.99857,991.25418,24.78714,176.36942,169.98801,170.6715,-14.86354,-20.14791,-14.77313,"07/25/2023, 14:00:17"
992.99686,991.25418,24.78714,176.38442,170.00241,170.68599,-14.84905,-20.13291,-14.75872,"07/25/2023, 14:00:18"
993.00367,991.25418,24.78714,176.3244,169.94478,170.62802,-14.90702,-20.19293,-14.81635,"07/25/2023, 14:00:18"
993.00487,991.25418,24.78684,176.31368,169.93466,170.61784,-14.91721,-20.20365,-14.82647,"07/25/2023, 14:00:19"
993.00487,991.25418,24.78684,176.31368,169.93466,170.61784,-14.91721,-20.20365,-14.82647,"07/25/2023, 14:00:19"
993.00418,991.25418,24.78744,176.32012,169.9405,170.62371,-14.91133,-20.19721,-14.82063,"07/25/2023, 14:00:20"
993.00519,991.25418,24.78805,176.31156,169.93194,170.6151,-14.91995,-20.20577,-14.8292,"07/25/2023, 14:00:20"
993.00091,991.25418,24.78957,176.35018,169.96815,170.65153,-14.88352,-20.16715,-14.79298,"07/25/2023, 14:00:21"
993.00022,991.25418,24.79018,176.35662,169.97399,170.6574,-14.87764,-20.16071,-14.78714,"07/25/2023, 14:00:21"
993.00413,991.25418,24.79048,176.32233,169.94089,170.62411,-14.91093,-20.195,-14.82024,"07/25/2023, 14:00:22"
993.00533,991.25418,24.79018,176.3116,169.93077,170.61392,-14.92112,-20.20573,-14.83036,"07/25/2023, 14:00:22"
993.00584,991.25418,24.79048,176.30732,169.92649,170.60962,-14.92543,-20.21001,-14.83465,"07/25/2023, 14:00:23"
993.00446,991.25418,24.7917,176.32021,169.93817,170.62137,-14.91367,-20.19712,-14.82296,"07/25/2023, 14:00:23"
993.00446,991.25418,24.7917,176.32021,169.93817,170.62137,-14.91367,-20.19712,-14.82296,"07/25/2023, 14:00:24"
993.00377,991.25418,24.7923,176.32665,169.94401,170.62724,-14.9078,-20.19068,-14.81712,"07/25/2023, 14:00:24"
993.00308,991.25418,24.79291,176.3331,169.94985,170.63312,-14.90192,-20.18423,-14.81128,"07/25/2023, 14:00:25"
993.00308,991.25418,24.79291,176.3331,169.94985,170.63312,-14.90192,-20.18423,-14.81128,"07/25/2023, 14:00:25"
993.00358,991.25418,24.79321,176.32881,169.94557,170.62881,-14.90623,-20.18852,-14.81556,"07/25/2023, 14:00:26"
993.00459,991.25418,24.79382,176.32025,169.93701,170.6202,-14.91485,-20.19708,-14.82413,"07/25/2023, 14:00:26"
993.00699,991.25418,24.79321,176.2988,169.91676,170.59983,-14.93522,-20.21853,-14.84438,"07/25/2023, 14:00:27"
993.00528,991.25418,24.79321,176.31381,169.93116,170.61432,-14.92072,-20.20352,-14.82997,"07/25/2023, 14:00:27"
993.00238,991.25418,24.79352,176.33954,169.9557,170.639,-14.89605,-20.17779,-14.80544,"07/25/2023, 14:00:28"
993.00238,991.25418,24.79352,176.33954,169.9557,170.639,-14.89605,-20.17779,-14.80544,"07/25/2023, 14:00:28"
993.00137,991.25418,24.79291,176.3481,169.96426,170.64761,-14.88743,-20.16923,-14.79687,"07/25/2023, 14:00:29"
993.00137,991.25418,24.79291,176.3481,169.96426,170.64761,-14.88743,-20.16923,-14.79687,"07/25/2023, 14:00:29"
993.00919,991.25418,24.79352,176.27952,169.89807,170.58103,-14.95402,-20.23781,-14.86307,"07/25/2023, 14:00:30"
993.01122,991.25418,24.79473,176.26239,169.88094,170.56379,-14.97125,-20.25494,-14.8802,"07/25/2023, 14:00:30"
993.01191,991.25418,24.79413,176.25595,169.87509,170.55792,-14.97713,-20.26138,-14.88604,"07/25/2023, 14:00:31"
993.0097,991.25418,24.79382,176.27523,169.89378,170.57672,-14.95833,-20.2421,-14.86735,"07/25/2023, 14:00:31"
993.00901,991.25418,24.79443,176.28168,169.89963,170.58259,-14.95245,-20.23565,-14.86151,"07/25/2023, 14:00:32"
993.00561,991.25418,24.79443,176.31169,169.92844,170.61158,-14.92346,-20.20564,-14.83269,"07/25/2023, 14:00:32"
993.00561,991.25418,24.79443,176.31169,169.92844,170.61158,-14.92346,-20.20564,-14.83269,"07/25/2023, 14:00:33"
993.00441,991.25418,24.79473,176.32242,169.93856,170.62176,-14.91328,-20.19491,-14.82257,"07/25/2023, 14:00:33"
993.00712,991.25418,24.79534,176.29885,169.91559,170.59865,-14.93639,-20.21848,-14.84554,"07/25/2023, 14:00:34"
993.00763,991.25418,24.79564,176.29457,169.91131,170.59435,-14.9407,-20.22276,-14.84982,"07/25/2023, 14:00:34"
993.00353,991.25418,24.79625,176.33102,169.94597,170.62921,-14.90583,-20.18631,-14.81517,"07/25/2023, 14:00:35"
993.00726,991.25418,24.79747,176.29889,169.91443,170.59748,-14.93756,-20.21844,-14.84671,"07/25/2023, 14:00:35"
993.01067,991.25418,24.79747,176.26888,169.88561,170.5685,-14.96655,-20.24845,-14.87552,"07/25/2023, 14:00:36"
993.00777,991.25418,24.79777,176.29461,169.91014,170.59317,-14.94187,-20.22272,-14.85099,"07/25/2023, 14:00:36"
993.00878,991.25418,24.79838,176.28605,169.90158,170.58456,-14.95049,-20.23128,-14.85955,"07/25/2023, 14:00:37"
993.00878,991.25418,24.79838,176.28605,169.90158,170.58456,-14.95049,-20.23128,-14.85955,"07/25/2023, 14:00:37"
993.00657,991.25418,24.79807,176.30534,169.92027,170.60336,-14.93168,-20.21199,-14.84086,"07/25/2023, 14:00:38"
993.00146,991.25418,24.79807,176.35035,169.96349,170.64684,-14.8882,-20.16698,-14.79764,"07/25/2023, 14:00:38"
993.00607,991.25418,24.79777,176.30962,169.92455,170.60767,-14.92738,-20.20771,-14.83658,"07/25/2023, 14:00:39"
993.00505,991.25418,24.79716,176.31818,169.93312,170.61628,-14.91876,-20.19915,-14.82802,"07/25/2023, 14:00:39"
993.00487,991.25418,24.79807,176.32034,169.93468,170.61785,-14.91719,-20.19699,-14.82646,"07/25/2023, 14:00:40"
993.00758,991.25418,24.79868,176.29677,169.9117,170.59474,-14.9403,-20.22056,-14.84943,"07/25/2023, 14:00:40"
993.00708,991.25418,24.79838,176.30105,169.91599,170.59905,-14.93599,-20.21628,-14.84515,"07/25/2023, 14:00:41"
993.00266,991.25418,24.79777,176.33963,169.95337,170.63665,-14.89839,-20.1777,-14.80777,"07/25/2023, 14:00:41"
993.00266,991.25418,24.79777,176.28817,169.95337,170.63665,-14.89839,-20.22916,-14.80777,"07/25/2023, 14:00:42"
993.00846,991.25418,24.79716,176.28817,169.9043,170.5873,-14.94775,-20.22916,-14.85683,"07/25/2023, 14:00:42"
993.00676,991.25418,24.79716,176.30317,169.91871,170.60179,-14.93325,-20.21416,-14.84242,"07/25/2023, 14:00:43"
993.00965,991.25418,24.79686,176.27744,169.89418,170.57711,-14.95793,-20.23989,-14.86696,"07/25/2023, 14:00:43"
993.00864,991.25418,24.79625,176.286,169.90274,170.58573,-14.94931,-20.23133,-14.85839,"07/25/2023, 14:00:44"
993.00814,991.25418,24.79595,176.29029,169.90703,170.59004,-14.94501,-20.22704,-14.85411,"07/25/2023, 14:00:44"
993.00864,991.25418,24.79625,176.286,169.90274,170.58573,-14.94931,-20.23133,-14.85839,"07/25/2023, 14:00:45"
993.00745,991.25418,24.79656,176.29673,169.91287,170.59591,-14.93913,-20.2206,-14.84827,"07/25/2023, 14:00:45"
993.00574,991.25418,24.79656,176.31174,169.92727,170.61041,-14.92464,-20.20559,-14.83386,"07/25/2023, 14:00:46"
993.00505,991.25418,24.79716,176.31818,169.93312,170.61628,-14.91876,-20.19915,-14.82802,"07/25/2023, 14:00:47"
993.00505,991.25418,24.79716,176.31818,169.93312,170.61628,-14.91876,-20.19915,-14.82802,"07/25/2023, 14:00:47"
993.00183,991.25418,24.79625,176.34603,169.96037,170.6437,-14.89134,-20.1713,-14.80076,"07/25/2023, 14:00:48"
992.99042,991.25418,24.79656,176.44679,170.05694,170.74085,-14.7942,-20.07054,-14.70419,"07/25/2023, 14:00:48"
992.99212,991.25418,24.79656,176.43179,170.04253,170.72635,-14.80869,-20.08554,-14.7186,"07/25/2023, 14:00:49"
992.99433,991.25418,24.79686,176.4125,170.02384,170.70755,-14.82749,-20.10483,-14.73729,"07/25/2023, 14:00:49"
993.00146,991.25418,24.79807,176.35035,169.96349,170.64684,-14.8882,-20.16698,-14.79764,"07/25/2023, 14:00:50"
993.00708,991.25418,24.79838,176.30105,169.91599,170.59905,-14.93599,-20.21628,-14.84515,"07/25/2023, 14:00:50"
993.00947,991.25418,24.79777,176.2796,169.89574,170.57868,-14.95636,-20.23773,-14.8654,"07/25/2023, 14:00:51"
993.01338,991.25418,24.79807,176.24531,169.86264,170.54539,-14.98966,-20.27202,-14.89849,"07/25/2023, 14:00:51"
993.01338,991.25418,24.79807,176.24531,169.86264,170.54539,-14.98966,-20.27202,-14.89849,"07/25/2023, 14:00:52"
993.00625,991.25418,24.79686,176.30745,169.92299,170.6061,-14.92894,-20.20988,-14.83814,"07/25/2023, 14:00:52"
993.00455,991.25418,24.79686,176.32246,169.9374,170.62059,-14.91445,-20.19487,-14.82373,"07/25/2023, 14:00:53"
993.00726,991.25418,24.79747,176.29889,169.91443,170.59748,-14.93756,-20.21844,-14.84671,"07/25/2023, 14:00:53"
993.00827,991.25418,24.79807,176.29033,169.90586,170.58887,-14.94618,-20.227,-14.85527,"07/25/2023, 14:00:54"
993.00809,991.25418,24.79898,176.29249,169.90742,170.59043,-14.94461,-20.22484,-14.85371,"07/25/2023, 14:00:54"
993.01067,991.25418,24.79747,176.26888,169.88561,170.5685,-14.96655,-20.24845,-14.87552,"07/25/2023, 14:00:55"
993.00929,991.25418,24.79868,176.28177,169.8973,170.58025,-14.95479,-20.23556,-14.86384,"07/25/2023, 14:00:55"
993.00809,991.25418,24.79898,176.29249,169.90742,170.59043,-14.94461,-20.22484,-14.85371,"07/25/2023, 14:00:56"
993.00809,991.25418,24.79898,176.29249,169.90742,170.59043,-14.94461,-20.22484,-14.85371,"07/25/2023, 14:00:56"
992.99976,991.25418,24.79807,176.36536,169.9779,170.66133,-14.87371,-20.15197,-14.78323,"07/25/2023, 14:00:57"
992.99787,991.25418,24.79898,176.38253,169.99386,170.67739,-14.85765,-20.1348,-14.76727,"07/25/2023, 14:00:57"
993.0045,991.25418,24.7999,176.32467,169.93779,170.62099,-14.91405,-20.19266,-14.82334,"07/25/2023, 14:00:58"
993.01094,991.25418,24.80172,176.26897,169.88328,170.56615,-14.96889,-20.24836,-14.87785,"07/25/2023, 14:00:58"
993.01057,991.25418,24.80354,176.27329,169.8864,170.56929,-14.96575,-20.24404,-14.87473,"07/25/2023, 14:00:59"
993.01089,991.25418,24.80475,176.27118,169.88368,170.56655,-14.96849,-20.24615,-14.87746,"07/25/2023, 14:00:59"
993.01172,991.25418,24.80627,176.26478,169.87667,170.5595,-14.97554,-20.25255,-14.88446,"07/25/2023, 14:01:00"
993.01204,991.25418,24.80749,176.26266,169.87395,170.55676,-14.97828,-20.25467,-14.88719,"07/25/2023, 14:01:00"
993.01204,991.25418,24.80749,176.26266,169.87395,170.55676,-14.97828,-20.25467,-14.88719,"07/25/2023, 14:01:01"
993.01508,991.25418,24.80931,176.23697,169.84825,170.53091,-15.00413,-20.28036,-14.91288,"07/25/2023, 14:01:01"
993.01471,991.25418,24.81113,176.2413,169.85137,170.53405,-15.00099,-20.27603,-14.90976,"07/25/2023, 14:01:02"
993.02166,991.25418,24.81326,176.18131,169.79257,170.47491,-15.06014,-20.33602,-14.96856,"07/25/2023, 14:01:02"
993.02488,991.25418,24.81417,176.15346,169.76532,170.44749,-15.08756,-20.36387,-14.99581,"07/25/2023, 14:01:03"
993.0252,991.25418,24.81538,176.15134,169.76259,170.44475,-15.0903,-20.36599,-14.99854,"07/25/2023, 14:01:03"
993.0189,991.25418,24.81569,176.20709,169.81594,170.49841,-15.03663,-20.31024,-14.94519,"07/25/2023, 14:01:04"
993.01651,991.25418,24.8163,176.22854,169.83619,170.51878,-15.01626,-20.28879,-14.92494,"07/25/2023, 14:01:04"
993.01462,991.25418,24.81721,176.24571,169.85216,170.53485,-15.0002,-20.27162,-14.90897,"07/25/2023, 14:01:05"
993.01462,991.25418,24.81721,176.24571,169.85216,170.53485,-15.0002,-20.27162,-14.90897,"07/25/2023, 14:01:05"
993.01154,991.25418,24.81842,176.27361,169.87825,170.56109,-14.97395,-20.24372,-14.88288,"07/25/2023, 14:01:06"
993.01816,991.25418,24.81933,176.21574,169.82218,170.50469,-15.03035,-20.30159,-14.93895,"07/25/2023, 14:01:06"
993.02055,991.25418,24.81872,176.19429,169.80193,170.48432,-15.05073,-20.32304,-14.9592,"07/25/2023, 14:01:07"
993.01715,991.25418,24.81872,176.22431,169.83075,170.5133,-15.02174,-20.29302,-14.93039,"07/25/2023, 14:01:07"
993.01816,991.25418,24.81933,176.21574,169.82218,170.50469,-15.03035,-20.30159,-14.93895,"07/25/2023, 14:01:08"
993.01526,991.25418,24.81964,176.24148,169.84671,170.52937,-15.00568,-20.27585,-14.91442,"07/25/2023, 14:01:08"
993.01319,991.25418,24.82146,176.26081,169.86424,170.547,-14.98804,-20.25652,-14.89689,"07/25/2023, 14:01:09"
993.01181,991.25418,24.82267,176.2737,169.87593,170.55875,-14.97629,-20.24363,-14.88521,"07/25/2023, 14:01:09"
993.01181,991.25418,24.82267,176.2737,169.87593,170.55875,-14.97629,-20.24363,-14.88521,"07/25/2023, 14:01:10"
993.01554,991.25418,24.82389,176.24157,169.84439,170.52703,-15.00802,-20.27576,-14.91675,"07/25/2023, 14:01:10"
993.01365,991.25418,24.8248,176.25874,169.86035,170.54309,-14.99195,-20.25859,-14.90078,"07/25/2023, 14:01:11"
993.01549,991.25418,24.82692,176.24378,169.84478,170.52743,-15.00762,-20.27355,-14.91635,"07/25/2023, 14:01:11"
993.01512,991.25418,24.82875,176.24811,169.8479,170.53056,-15.00448,-20.26922,-14.91323,"07/25/2023, 14:01:12"
993.01595,991.25418,24.83027,176.24171,169.8409,170.52352,-15.01153,-20.27562,-14.92023,"07/25/2023, 14:01:12"
993.01627,991.25418,24.83148,176.23959,169.83818,170.52078,-15.01427,-20.27774,-14.92296,"07/25/2023, 14:01:13"
993.01949,991.25418,24.83239,176.21174,169.81092,170.49336,-15.04168,-20.30559,-14.95021,"07/25/2023, 14:01:13"
993.01691,991.25418,24.83391,176.23535,169.83273,170.5153,-15.01974,-20.28198,-14.9284,"07/25/2023, 14:01:14"
993.01691,991.25418,24.83391,176.23571,169.83273,170.5153,-15.01974,-20.28162,-14.9284,"07/25/2023, 14:01:14"
993.01452,991.25418,24.83452,176.25681,169.85298,170.53567,-14.99937,-20.26052,-14.90815,"07/25/2023, 14:01:15"
993.01264,991.25418,24.83543,176.27398,169.86895,170.55174,-14.98331,-20.24335,-14.89218,"07/25/2023, 14:01:15"
993.01636,991.25418,24.83664,176.24185,169.83741,170.52001,-15.01503,-20.27548,-14.92372,"07/25/2023, 14:01:16"
993.01788,991.25418,24.83755,176.229,169.82456,170.50708,-15.02796,-20.28833,-14.93657,"07/25/2023, 14:01:16"
993.01788,991.25418,24.83755,176.229,169.82456,170.50708,-15.02796,-20.28833,-14.93657,"07/25/2023, 14:01:17"
993.01839,991.25418,24.83786,176.22472,169.82028,170.50278,-15.03227,-20.29261,-14.94085,"07/25/2023, 14:01:17"
993.01719,991.25418,24.83816,176.23545,169.83041,170.51296,-15.02208,-20.28188,-14.93073,"07/25/2023, 14:01:18"
993.02179,991.25418,24.83786,176.1947,169.79146,170.47379,-15.06126,-20.32263,-14.96967,"07/25/2023, 14:01:18"
993.01517,991.25418,24.83695,176.25257,169.84754,170.53019,-15.00485,-20.26476,-14.9136,"07/25/2023, 14:01:19"
993.01517,991.25418,24.83695,176.25257,169.84754,170.53019,-15.00485,-20.26476,-14.9136,"07/25/2023, 14:01:19"
993.01194,991.25418,24.83604,176.28043,169.87479,170.55761,-14.97743,-20.2369,-14.88634,"07/25/2023, 14:01:20"
993.01043,991.25418,24.83512,176.29327,169.88764,170.57054,-14.96451,-20.22406,-14.87349,"07/25/2023, 14:01:20"
993.01604,991.25418,24.83543,176.24396,169.84013,170.52275,-15.0123,-20.27337,-14.921,"07/25/2023, 14:01:21"
